Fragebogenkürzel;Frage;Item;Subskala1;Subskala2;Subskala3;Umkodieren? (x);Wie viele Antwortmöglichkeiten? (2-7);Wie Score Berechenen
LE2[LE18];Im Folgenden findest du eine Liste an verschiedenen Erfahrungen, die Menschen oft erleben. Bitte gibt für jede Erfahrung an, ob du sie in den letzten 12 Monaten gemacht hast ;Ernsthafte Verletzung oder Opfer von Gewalt];LE_Negativ;;;;2;Summe
LE2[LE19];Im Folgenden findest du eine Liste an verschiedenen Erfahrungen, die Menschen oft erleben. Bitte gibt für jede Erfahrung an, ob du sie in den letzten 12 Monaten gemacht hast ;Ein nahestehendes Familienmitglied/Freund wurde Opfer von Gewalt oder erlitt eine schwere Erkrankung/Verletzung];LE_Negativ;;;;2;Summe
LE2[LE20];Im Folgenden findest du eine Liste an verschiedenen Erfahrungen, die Menschen oft erleben. Bitte gibt für jede Erfahrung an, ob du sie in den letzten 12 Monaten gemacht hast ;Eine ernsthafte Erkrankung];LE_Negativ;;;;2;Summe
MPS1[AC02];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich war in allen Ländern der Welt.];AttentionCheck;;;;6;Summe
MPS1[MPS01];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Meine Eltern haben sehr hohe Maßstäbe an mich angelegt.];MPS_ParentalExpectations;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS02];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Planung und Organisation ist für mich sehr wichtig.];MPS_Organization;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS03];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Als Kind bin ich dafür bestraft worden, wenn ich Dinge nicht so perfekt wie möglich gemacht habe.];MPS_ParentalCriticism;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS04];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Wenn ich für mich selbst nicht die höchsten Maßstäbe setze, besteht die Gefahr, dass ich zweitklassig werde.];MPS_PersonalStandards;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS05];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Meine Eltern haben nie versucht, meine Fehler zu verstehen.];MPS_ParentalCriticism;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS06];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Es ist wichtig für mich, bei allem was ich tue, äußerst kompetent zu sein.];MPS_PersonalStandards;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS07];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich bin ein ordentlicher Mensch.];MPS_Organization;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS08];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich bemühe mich, organisiert zu sein.];MPS_Organization;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS09];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Wenn ich bei der Arbeit/in der Schule versage, bin ich als Mensch ein Versager.];MPS_ConcernOverMistakes;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS10];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Es sollte mich aufregen, wenn ich einen Fehler mache.];MPS_ConcernOverMistakes;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS11];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Meine Eltern wollten, dass ich in allem der/die Beste bin.];MPS_ParentalExpectations;MPS_TotalPerfectionism;;;6;Summe
MPS1[MPS12];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich setze mir höhere Ziele als die meisten Menschen.];MPS_PersonalStandards;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS13];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Wenn jemand bei der Arbeit/in der Schule eine Aufgabe besser erledigt als ich, fühle ich mich, als hätte ich bei der Aufgabe versagt.];MPS_ConcernOverMistakes;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS14];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Wenn ich nur zum Teil versage ist das genauso schlecht, als wenn ich im Ganzen versagt hätte.];MPS_ConcernOverMistakes;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS15];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Nur herausragende Leistungen sind für meine Familie gut genug.];MPS_ParentalExpectations;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS16];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich bin sehr gut darin, meine Anstrengungen zu bündeln um ein Ziel zu erreichen.];MPS_PersonalStandards;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS17];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Auch wenn ich etwas sehr sorgfältig mache, habe ich oft das Gefühl, dass es nicht ganz richtig ist.];MPS_DoubtsAndActions;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS18];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich hasse es, wenn ich nicht der Beste bin in dem, was ich tue.];MPS_ConcernOverMistakes;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS19];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich habe extrem hochgesteckte Ziele.];MPS_PersonalStandards;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS20];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Meine Eltern haben nur herausragende Leistungen von mir erwartet.];MPS_ParentalExpectations;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS21];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Wahrscheinlich schätzen mich Personen weniger, wenn ich einen Fehler mache.];MPS_ConcernOverMistakes;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS22];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich hatte nie das Gefühl, den Erwartungen meiner Eltern entsprechen zu können.];MPS_ParentalCriticism;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS23];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Wenn ich nicht genauso gut bin wie andere Menschen, bedeutet das, dass ich minderwertig bin.];MPS_ConcernOverMistakes;MPS_TotalPerfectionism;;;6;Summe
MPS2[MPS24];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Andere Menschen scheinen für sich niedrigere Maßstäbe zu akzeptieren als ich es tue.];MPS_PersonalStandards;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS25];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Wenn ich nicht jederzeit mein Bestes leiste, respektieren mich die Menschen nicht.];MPS_ConcernOverMistakes;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS26];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Meine Eltern hatten für meine Zukunft immer höhere Erwartungen als ich.];MPS_ParentalExpectations;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS27];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich bemühe mich, ordentlich zu sein.];MPS_Organization;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS28];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich zweifle normalerweise an den einfachen, alltäglichen Dingen.];MPS_DoubtsAndActions;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS29];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ordnung ist sehr wichtig für mich.];MPS_Organization;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS30];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich erwarte bei meinen täglichen Aufgaben höhere Leistungen als die meisten anderen Menschen.];MPS_PersonalStandards;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS31];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich bin ein organisierter Mensch.];MPS_Organization;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS32];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich neige dazu, mit meiner Arbeit hinterher zu hinken, weil ich alles nochmal und nochmal mache.];MPS_DoubtsAndActions;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS33];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Es dauert sehr lange bis ich etwas richtig gemacht habe.];MPS_DoubtsAndActions;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS34];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Je weniger Fehler ich mache, umso mehr mögen mich die Menschen.];MPS_ConcernOverMistakes;MPS_TotalPerfectionism;;;6;Summe
MPS3[MPS35];Nachstehend finden Sie eine Reihe von Eigenschaften, die auf Sie zutreffen könnten.  Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. ;Ich hatte nie das Gefühl, den Maßstäben meiner Eltern gerecht werden zu können.];MPS_ParentalCriticism;MPS_TotalPerfectionism;;;6;Summe
WHO5[WHO51];Die folgenden Aussagen betreffen Ihr Wohlbefinden in den letzten zwei Wochen. Bitte markieren Sie bei jeder Aussage die Rubrik, die Ihrer Meinung nach am besten beschreibt, wie Sie sich in den letzten zwei Wochen gefühlt haben.     In den letzten zwei Wochen … ;… war ich froh und guter Laune;WHO5_Depression;;;;6;Summe
WHO5[WHO52];Die folgenden Aussagen betreffen Ihr Wohlbefinden in den letzten zwei Wochen. Bitte markieren Sie bei jeder Aussage die Rubrik, die Ihrer Meinung nach am besten beschreibt, wie Sie sich in den letzten zwei Wochen gefühlt haben.     In den letzten zwei Wochen … ;… habe ich mich ruhig und entspannt gefühlt;WHO5_Depression;;;;6;Summe
WHO5[WHO53];Die folgenden Aussagen betreffen Ihr Wohlbefinden in den letzten zwei Wochen. Bitte markieren Sie bei jeder Aussage die Rubrik, die Ihrer Meinung nach am besten beschreibt, wie Sie sich in den letzten zwei Wochen gefühlt haben.     In den letzten zwei Wochen … ;… habe ich mich energisch und aktiv gefühlt;WHO5_Depression;;;;6;Summe
WHO5[WHO54];Die folgenden Aussagen betreffen Ihr Wohlbefinden in den letzten zwei Wochen. Bitte markieren Sie bei jeder Aussage die Rubrik, die Ihrer Meinung nach am besten beschreibt, wie Sie sich in den letzten zwei Wochen gefühlt haben.     In den letzten zwei Wochen … ;… habe ich mich beim Aufwachen frisch und ausgeruht gefühlt;WHO5_Depression;;;;6;Summe
WHO5[WHO55];Die folgenden Aussagen betreffen Ihr Wohlbefinden in den letzten zwei Wochen. Bitte markieren Sie bei jeder Aussage die Rubrik, die Ihrer Meinung nach am besten beschreibt, wie Sie sich in den letzten zwei Wochen gefühlt haben.     In den letzten zwei Wochen … ;… war mein Alltag voller Dinge, die mich interessieren;WHO5_Depression;;;;6;Summe
AGG1[AGG01];Manche Leute reagieren auf Frustrationen oder Ungerechtigkeiten im Alltag eher gelassen und selbstbewusst, andere mehr impulsiv und aufbrausend oder sie zeigen ihren Ärger. Wir haben dafür einen Fragebogen entwickelt, den wir mit Ihrer Hilfe gerne überprüfen möchten. Dazu bitten wir Sie nun um Ihre eigene Einschätzung. Hier folgen einige Aussagen, die sich auf ausgewählte Aspekte Ihrer Person beziehen. Kreuzen Sie bitte jeweils eine der Antwortmöglichkeiten danach an, ob die jeweilige Aussage Ihrer Meinung nach für Sie mehr oder weniger zutrifft bzw. nicht zutrifft. Denken Sie dabei immer an die generelle Tendenz, die Ihrer Persönlichkeit entsprechen würde, nicht an Ausnahmesituationen. Versuchen Sie, spontan zu antworten und nicht zu lange nachzugrübeln! ;Manchmal kann ich dem Verlangen, eine andere Person zu schlagen, nicht widerstehen.];AGG_PhysicalAggression;;;;4;Summe
AGG1[AGG02];Manche Leute reagieren auf Frustrationen oder Ungerechtigkeiten im Alltag eher gelassen und selbstbewusst, andere mehr impulsiv und aufbrausend oder sie zeigen ihren Ärger. Wir haben dafür einen Fragebogen entwickelt, den wir mit Ihrer Hilfe gerne überprüfen möchten. Dazu bitten wir Sie nun um Ihre eigene Einschätzung. Hier folgen einige Aussagen, die sich auf ausgewählte Aspekte Ihrer Person beziehen. Kreuzen Sie bitte jeweils eine der Antwortmöglichkeiten danach an, ob die jeweilige Aussage Ihrer Meinung nach für Sie mehr oder weniger zutrifft bzw. nicht zutrifft. Denken Sie dabei immer an die generelle Tendenz, die Ihrer Persönlichkeit entsprechen würde, nicht an Ausnahmesituationen. Versuchen Sie, spontan zu antworten und nicht zu lange nachzugrübeln! ;Ich sage es meinen Freunden offen, wenn ich anderer Meinung bin als sie.];AGG_VerbalAggression;;;;4;Summe
AGG1[AGG03];Manche Leute reagieren auf Frustrationen oder Ungerechtigkeiten im Alltag eher gelassen und selbstbewusst, andere mehr impulsiv und aufbrausend oder sie zeigen ihren Ärger. Wir haben dafür einen Fragebogen entwickelt, den wir mit Ihrer Hilfe gerne überprüfen möchten. Dazu bitten wir Sie nun um Ihre eigene Einschätzung. Hier folgen einige Aussagen, die sich auf ausgewählte Aspekte Ihrer Person beziehen. Kreuzen Sie bitte jeweils eine der Antwortmöglichkeiten danach an, ob die jeweilige Aussage Ihrer Meinung nach für Sie mehr oder weniger zutrifft bzw. nicht zutrifft. Denken Sie dabei immer an die generelle Tendenz, die Ihrer Persönlichkeit entsprechen würde, nicht an Ausnahmesituationen. Versuchen Sie, spontan zu antworten und nicht zu lange nachzugrübeln! ;Ich rege mich schnell auf, aber mein Ärger verraucht auch wieder schnell.];AGG_Anger;;;;4;Summe
AGG1[AGG04];Manche Leute reagieren auf Frustrationen oder Ungerechtigkeiten im Alltag eher gelassen und selbstbewusst, andere mehr impulsiv und aufbrausend oder sie zeigen ihren Ärger. Wir haben dafür einen Fragebogen entwickelt, den wir mit Ihrer Hilfe gerne überprüfen möchten. Dazu bitten wir Sie nun um Ihre eigene Einschätzung. Hier folgen einige Aussagen, die sich auf ausgewählte Aspekte Ihrer Person beziehen. Kreuzen Sie bitte jeweils eine der Antwortmöglichkeiten danach an, ob die jeweilige Aussage Ihrer Meinung nach für Sie mehr oder weniger zutrifft bzw. nicht zutrifft. Denken Sie dabei immer an die generelle Tendenz, die Ihrer Persönlichkeit entsprechen würde, nicht an Ausnahmesituationen. Versuchen Sie, spontan zu antworten und nicht zu lange nachzugrübeln! ;Manchmal verzehrt mich Eifersucht.];AGG_Mistrust;;;;4;Summe
AGG1[AC03];Manche Leute reagieren auf Frustrationen oder Ungerechtigkeiten im Alltag eher gelassen und selbstbewusst, andere mehr impulsiv und aufbrausend oder sie zeigen ihren Ärger. Wir haben dafür einen Fragebogen entwickelt, den wir mit Ihrer Hilfe gerne überprüfen möchten. Dazu bitten wir Sie nun um Ihre eigene Einschätzung. Hier folgen einige Aussagen, die sich auf ausgewählte Aspekte Ihrer Person beziehen. Kreuzen Sie bitte jeweils eine der Antwortmöglichkeiten danach an, ob die jeweilige Aussage Ihrer Meinung nach für Sie mehr oder weniger zutrifft bzw. nicht zutrifft. Denken Sie dabei immer an die generelle Tendenz, die Ihrer Persönlichkeit entsprechen würde, nicht an Ausnahmesituationen. Versuchen Sie, spontan zu antworten und nicht zu lange nachzugrübeln! ;Ich habe mir noch nie die Zähne geputzt.];AttentionCheck;;;;4;Summe
AGG1[AGG05];Manche Leute reagieren auf Frustrationen oder Ungerechtigkeiten im Alltag eher gelassen und selbstbewusst, andere mehr impulsiv und aufbrausend oder sie zeigen ihren Ärger. Wir haben dafür einen Fragebogen entwickelt, den wir mit Ihrer Hilfe gerne überprüfen möchten. Dazu bitten wir Sie nun um Ihre eigene Einschätzung. Hier folgen einige Aussagen, die sich auf ausgewählte Aspekte Ihrer Person beziehen. Kreuzen Sie bitte jeweils eine der Antwortmöglichkeiten danach an, ob die jeweilige Aussage Ihrer Meinung nach für Sie mehr oder weniger zutrifft bzw. nicht zutrifft. Denken Sie dabei immer an die generelle Tendenz, die Ihrer Persönlichkeit entsprechen würde, nicht an Ausnahmesituationen. Versuchen Sie, spontan zu antworten und nicht zu lange nachzugrübeln! ;Wenn ich nur entsprechend gereizt werde, kann ich jemand anderen durchaus schlagen.];AGG_PhysicalAggression;;;;4;Summe
