Trial,Congruency,ACC,RT,Subject,Lab,Experimenter,N2_FCZ,N2_CZ,P3_PZ,P3_ FZ,P3_ CZ,FMT_FCZ,FMT_CZ
249,0,1,0.27773,sub-AA06WI11,Hamburg_Riesel,HRBL,-43.9083,47.855,-7.3713,35.9717,101.8932,-3.0124,5.7804
250,1,1,0.27395,sub-AA06WI11,Hamburg_Riesel,HRBL,-9.7489,-16.8238,-24.3741,-63.855,-29.1877,-1.8566,-1.4292
252,1,1,0.26983,sub-AA06WI11,Hamburg_Riesel,HRBL,33.4514,19.4892,30.4074,58.9582,-50.2653,-3.7041,-5.2227
257,1,1,0.23915,sub-AA06WI11,Hamburg_Riesel,HRBL,10.5632,-16.1669,3.207,55.5926,-62.696,0.35804,-4.1582
260,0.33,1,0.15552,sub-AA06WI11,Hamburg_Riesel,HRBL,-60.4413,-43.1311,15.9569,24.4869,167.7384,7.9587,-0.92593
261,1,1,0.22382,sub-AA06WI11,Hamburg_Riesel,HRBL,-10.0379,18.9004,-32.977,19.2441,20.0486,-6.1157,2.9694
263,1,1,0.34659,sub-AA06WI11,Hamburg_Riesel,HRBL,20.5421,14.907,55.9557,-55.719,-2.5619,3.4206,-0.37041
264,1,1,0.27993,sub-AA06WI11,Hamburg_Riesel,HRBL,-64.6917,17.9051,-76.6838,21.437,34.3572,1.5246,11.04
266,1,1,0.36344,sub-AA06WI11,Hamburg_Riesel,HRBL,-0.28664,70.4899,48.4602,-20.4717,-29.1968,-4.0184,3.926
268,1,1,0.29487,sub-AA06WI11,Hamburg_Riesel,HRBL,-15.0795,-63.8883,62.8384,-24.3118,-29.9206,3.0127,9.0034
269,0.66,1,0.29484,sub-AA06WI11,Hamburg_Riesel,HRBL,-49.5338,-58.3322,-28.8787,46.2651,-6.339,2.7283,-0.14625
270,1,1,0.21739,sub-AA06WI11,Hamburg_Riesel,HRBL,41.4218,-25.9903,51.9982,-11.0403,-30.2212,0.035193,2.4168
271,1,1,0.29144,sub-AA06WI11,Hamburg_Riesel,HRBL,-33.8148,3.9863,-5.7741,-16.3362,65.4658,4.309,-3.6951
273,0.33,1,0.3047,sub-AA06WI11,Hamburg_Riesel,HRBL,-18.8067,-40.249,-24.0239,42.6491,-90.0461,-3.3506,-3.9731
275,0,1,0.36518,sub-AA06WI11,Hamburg_Riesel,HRBL,-10.4916,-46.4679,37.6764,-57.7931,-32.8366,-4.5772,-4.7276
276,1,1,0.35644,sub-AA06WI11,Hamburg_Riesel,HRBL,39.4461,9.0831,18.4342,-4.8585,62.5454,0.67006,5.7673
277,1,1,0.19584,sub-AA06WI11,Hamburg_Riesel,HRBL,-25.2781,35.8649,61.0525,82.9219,-19.2303,-0.67984,7.4048
278,1,1,0.26985,sub-AA06WI11,Hamburg_Riesel,HRBL,19.2383,68.6976,28.2441,-13.1972,-24.4012,6.9802,2.1984
279,1,1,0.29444,sub-AA06WI11,Hamburg_Riesel,HRBL,0.55219,61.6031,40.7345,46.1957,88.1739,5.6303,-7.3806
280,1,1,0.20666,sub-AA06WI11,Hamburg_Riesel,HRBL,-13.2913,54.3533,-103.9692,-59.3056,94.3573,2.4448,-6.7051
282,1,1,0.30693,sub-AA06WI11,Hamburg_Riesel,HRBL,35.3062,47.4376,55.2674,-24.944,38.0511,7.1553,-16.2898
283,0.66,1,0.2795,sub-AA06WI11,Hamburg_Riesel,HRBL,-11.5264,-32.5136,42.3819,3.9343,-16.1908,-6.9806,6.3784
284,1,1,0.3295,sub-AA06WI11,Hamburg_Riesel,HRBL,48.5155,-40.0574,-45.904,-75.1728,77.865,-12.597,10.7739
286,0,1,0.26976,sub-AA06WI11,Hamburg_Riesel,HRBL,25.7143,41.5266,68.9859,111.4917,16.7796,0.33309,-2.2268
287,0.66,1,0.26867,sub-AA06WI11,Hamburg_Riesel,HRBL,-27.5754,30.5778,74.0683,-4.5394,47.3887,3.9161,-5.6929
289,1,1,0.41962,sub-AG04EN28,Marburg,MBSB,749.2871,233.5613,1202.6255,-640.2244,553.7249,-13.7536,-4.2996
290,1,1,0.29845,sub-AG04EN28,Marburg,MBSB,772.764,206.1553,1035.679,-652.4033,425.0446,-13.2406,-3.3224
291,1,1,0.30946,sub-AG04EN28,Marburg,MBSB,429.323,10.24,1156.8704,27.0208,473.1683,-5.6724,-7.4556
292,0.33,1,0.25244,sub-AG04EN28,Marburg,MBSB,453.4864,30.156,930.6228,10.7648,498.628,-5.553,-7.9281
293,1,1,0.18475,sub-AG04EN28,Marburg,MBSB,68.5934,182.4712,940.9069,27.327,74.0387,0.28803,5.7514
294,1,1,0.25529,sub-AG04EN28,Marburg,MBSB,48.9708,241.8858,1028.0167,583.1793,73.8647,0.81428,5.1229
296,1,1,0.26489,sub-AG04EN28,Marburg,MBSB,203.5988,18.3118,17.7022,596.9846,74.5512,-1.9001,-6.0433
297,1,1,0.27619,sub-AG04EN28,Marburg,MBSB,220.2666,53.5443,25.5615,561.092,-261.0139,-2.0131,-5.3969
298,1,1,0.21415,sub-AG04EN28,Marburg,MBSB,-41.0142,731.8599,1.87,370.9724,-304.1345,1.6969,0.99779
299,1,1,0.26277,sub-AG04EN28,Marburg,MBSB,-30.4273,704.8006,218.8019,356.2459,-279.7115,1.6304,1.6691
300,1,1,0.23899,sub-AG04EN28,Marburg,MBSB,31.0529,-226.8401,216.7024,384.8513,442.2335,-2.9263,-0.042848
301,1,1,0.27218,sub-AG04EN28,Marburg,MBSB,65.4384,-277.1107,235.2792,183.7984,452.7934,-3.432,0.81747
302,0.33,1,0.27416,sub-AG04EN28,Marburg,MBSB,313.6223,-21.7018,-169.2606,181.7099,486.2135,-2.1114,3.3387
305,1,1,0.22159,sub-AG04EN28,Marburg,MBSB,307.8503,13.3282,-167.6423,186.224,1432.1738,-1.5277,2.7107
307,1,1,0.3619,sub-AG04EN28,Marburg,MBSB,26.0459,169.8966,-159.6674,330.7252,1355.0894,13.9128,3.2766
308,1,1,0.28216,sub-AG04EN28,Marburg,MBSB,53.0747,166.666,167.1027,340.142,1483.7368,12.4769,4.0345
309,0.66,1,0.35497,sub-AG04EN28,Marburg,MBSB,107.1391,463.3632,167.2344,362.174,220.5678,-6.4573,-6.3075
310,0.33,1,0.2159,sub-AG04EN28,Marburg,MBSB,108.2141,395.6536,228.1068,-346.0166,197.4684,-7.1934,-6.7571
311,0.66,1,0.32546,sub-AG04EN28,Marburg,MBSB,-67.6972,-327.5574,-59.0145,-321.6397,242.0633,-3.8901,-4.7337
312,0.66,1,0.2808,sub-AG04EN28,Marburg,MBSB,-55.1132,-343.5676,-0.88258,-368.9699,656.1158,-3.0327,-3.7345
313,1,1,0.30512,sub-AG04EN28,Marburg,MBSB,-156.5922,86.5723,13.5844,-228.5149,662.9431,0.77167,-1.3892
314,0.66,1,0.37467,sub-AG04EN28,Marburg,MBSB,-198.2796,113.5043,216.0958,-261.5623,714.5283,2.2535,-1.3846
316,1,1,0.2564,sub-AG04EN28,Marburg,MBSB,-439.2919,433.3782,142.8225,-115.9216,643.5266,-0.76377,6.1284
317,0.66,1,0.20673,sub-AG04EN28,Marburg,MBSB,-435.2862,436.408,197.0373,822.7872,639.3643,-0.42918,7.3921
318,0.66,1,0.34975,sub-AG04EN28,Marburg,MBSB,167.8912,253.2223,139.2425,741.0515,694.6301,-1.3666,-0.030939
319,1,1,0.23131,sub-AG04EN28,Marburg,MBSB,201.525,291.1092,128.7233,775.4564,-4.6764,-2.4116,-2.9743
320,1,1,0.25384,sub-AG04EN28,Marburg,MBSB,643.5685,301.5379,200.1888,-101.6903,-4.38,-0.86198,3.3672
321,1,1,0.24297,sub-AG04EN28,Marburg,MBSB,635.9599,319.047,156.0214,-64.317,28.5435,0.053993,4.5781
322,1,1,0.26507,sub-AG04EN28,Marburg,MBSB,190.4941,382.1758,159.2369,-100.0167,-79.0474,6.9629,-2.4693
323,0.33,1,0.34543,sub-AG04EN28,Marburg,MBSB,182.9019,405.7561,166.3875,419.4498,-101.3582,8.8486,-1.465
324,1,1,0.17182,sub-AG04EN28,Marburg,MBSB,203.3956,311.219,-351.4335,443.8806,-78.517,-6.1384,-0.065168
326,1,1,0.23574,sub-AG04EN28,Marburg,MBSB,221.3386,334.6182,-324.5714,461.5813,422.079,-6.2022,-0.84737
327,0.33,1,0.34772,sub-AG04EN28,Marburg,MBSB,-23.9239,450.7158,-324.4107,-525.8538,408.5985,8.4143,3.9714
329,0.33,1,0.3848,sub-AG04EN28,Marburg,MBSB,-8.741,496.3723,-406.4839,-468.0741,497.8797,6.2318,3.1852
330,0.66,1,0.24563,sub-AG04EN28,Marburg,MBSB,-77.4051,-15.5378,-371.8874,-543.2205,559.0268,-2.409,-4.9959
331,0,1,0.39462,sub-AG04EN28,Marburg,MBSB,-84.7238,-49.1889,-372.7068,418.9218,523.7009,-2.0572,-5.9978
332,1,1,0.3276,sub-AG04EN28,Marburg,MBSB,692.4094,186.5799,514.4855,380.6352,671.542,-8.0343,-1.8643
333,1,1,0.27452,sub-AG04EN28,Marburg,MBSB,678.1302,169.0377,433.8353,408.0829,-167.5059,-8.7685,-0.33264
335,1,1,0.25925,sub-AG04EN28,Marburg,MBSB,214.452,290.3243,490.2149,668.9858,-185.8522,7.6174,3.4237
336,1,1,0.28411,sub-AG04EN28,Marburg,MBSB,238.4277,285.0588,347.6544,634.975,-175.3117,10.5497,2.4141
337,1,1,0.23411,sub-AG04EN28,Marburg,MBSB,107.2467,-99.1908,336.5196,657.9051,253.4359,-0.60196,9.3943
339,0.66,1,0.24725,sub-AG04EN28,Marburg,MBSB,105.8951,-59.1715,323.6794,-559.4698,207.8622,0.017339,7.7594
340,1,1,0.22116,sub-AG04EN28,Marburg,MBSB,-26.1124,4.5962,70.8455,-573.843,242.1944,11.4658,-0.94112
341,1,1,0.2477,sub-AG04EN28,Marburg,MBSB,-9.9498,10.7084,77.4457,-524.1808,-638.0239,11.1783,-0.38819
343,0.33,1,0.32524,sub-AG04EN28,Marburg,MBSB,191.1458,409.1965,110.5468,239.6207,-541.5093,12.1377,5.3281
344,1,1,0.34726,sub-AG04EN28,Marburg,MBSB,233.1085,425.1721,70.9512,258.2149,-532.4073,10.6877,4.9378
346,0,1,0.27527,sub-AG04EN28,Marburg,MBSB,171.2494,169.4919,87.0493,187.4313,-119.133,8.7979,1.3701
347,0.66,1,0.34806,sub-AG04EN28,Marburg,MBSB,169.0738,164.6977,136.5841,-151.728,-72.1305,10.4562,1.3424
349,0.33,1,0.27914,sub-AG04EN28,Marburg,MBSB,-299.251,-309.364,-157.0773,-243.5228,-149.7375,-4.7453,5.893
350,1,1,0.32814,sub-AG04EN28,Marburg,MBSB,-306.531,-279.9973,-148.7013,-202.5665,-307.9274,-1.2543,6.8559
351,1,1,0.33722,sub-AG04EN28,Marburg,MBSB,315.6985,-131.4993,-102.5929,-15.8481,-321.2549,6.986,-2.1243
352,1,1,0.2945,sub-AG04EN28,Marburg,MBSB,336.7695,-136.7915,-204.549,63.4068,-243.9866,6.7061,-2.6821
353,0.66,1,0.37646,sub-AG04EN28,Marburg,MBSB,-84.9185,344.5938,-200.5876,-6.8106,-496.7807,-1.2806,1.9458
354,1,1,0.25744,sub-AG04EN28,Marburg,MBSB,-74.5193,367.4788,-195.1624,204.2659,-441.7869,-1.6436,2.8087
355,1,1,0.30555,sub-AG04EN28,Marburg,MBSB,-155.5579,-271.2076,617.3149,253.3065,-406.0675,2.7176,6.0232
356,1,1,0.28717,sub-AG04EN28,Marburg,MBSB,-189.9527,-284.6404,603.79,229.3765,134.7717,4.1358,6.506
357,0.66,1,0.34775,sub-AG04EN28,Marburg,MBSB,44.9701,-73.9818,656.6445,31.8921,134.4336,2.9577,3.3731
358,0,1,0.34061,sub-AG04EN28,Marburg,MBSB,0.43761,-64.7273,155.3448,25.6208,141.1345,3.7308,3.9049
359,1,1,0.34192,sub-AG04EN28,Marburg,MBSB,-216.0458,52.309,169.7591,-54.5054,-228.823,6.4806,-8.3727
360,0,1,0.36816,sub-AG04EN28,Marburg,MBSB,-208.6623,112.9637,226.702,51.2264,-209.3351,6.022,-8.0429
362,1,1,0.23462,sub-AG04EN28,Marburg,MBSB,418.1521,157.5692,100.9944,26.4355,-132.5298,-0.3799,4.9073
363,1,1,0.20081,sub-AG04EN28,Marburg,MBSB,457.5021,131.7275,115.8202,194.9095,40.5976,-0.029993,4.6512
364,0.66,1,0.4201,sub-AG04EN28,Marburg,MBSB,409.7046,3.5766,139.4811,129.0938,45.0346,-2.9541,-0.35784
367,0.33,1,0.29399,sub-AG04EN28,Marburg,MBSB,420.8932,-11.6507,44.9597,75.9289,90.9956,-2.3615,-0.8145
368,0.66,1,0.19542,sub-AG04EN28,Marburg,MBSB,286.1414,449.8435,38.4773,150.7002,859.729,-6.4524,3.9634
369,1,1,0.2357,sub-AG04EN28,Marburg,MBSB,244.9781,442.0695,48.6027,-103.6417,775.9849,-7.3418,2.873
370,1,1,0.29885,sub-AG04EN28,Marburg,MBSB,-32.0762,525.1738,8.0983,-29.3519,838.2494,8.9642,-3.2795
371,0.66,1,0.20175,sub-AG04EN28,Marburg,MBSB,-32.8757,517.0079,3.6581,-110.1306,205.846,8.511,-3.6532
372,0.33,1,0.37707,sub-AG04EN28,Marburg,MBSB,367.4311,412.9695,83.4424,478.3438,228.5827,-4.1981,2.0658
373,1,1,0.18584,sub-AG04EN28,Marburg,MBSB,347.9096,387.4162,96.9563,464.3092,198.025,-3.9906,2.7768
374,1,1,0.25605,sub-AG04EN28,Marburg,MBSB,92.836,-62.7741,109.5956,432.6198,-59.4215,-2.9622,-5.462
375,1,1,0.24159,sub-AG04EN28,Marburg,MBSB,101.7535,-70.8967,130.41,-659.8386,-117.2123,-2.5668,-4.7339
377,1,1,0.21133,sub-AG04EN28,Marburg,MBSB,154.9237,-306.9268,-83.6883,-565.7673,-22.9831,7.9171,10.3031
378,0,1,0.35044,sub-AG04EN28,Marburg,MBSB,156.8548,-309.9233,-86.4942,-607.9883,196.9988,8.8115,10.7712
379,0.66,1,0.29285,sub-AG04EN28,Marburg,MBSB,362.6084,235.1517,-91.1263,-227.7201,189.0454,-6.7377,-8.8581
380,1,1,0.26163,sub-AG04EN28,Marburg,MBSB,331.8914,266.3199,347.8407,-227.2632,224.8385,-5.4338,-8.9677
382,1,1,0.26745,sub-AG04EN28,Marburg,MBSB,214.443,1229.8918,323.6052,-205.891,-455.3628,-2.5719,-1.5163
385,0.33,1,0.30853,sub-AG04EN28,Marburg,MBSB,253.8664,1269.2606,364.8712,104.4181,-370.9903,-1.3083,-0.92197
388,1,1,0.27358,sub-AG04EN28,Marburg,MBSB,550.2795,239.2872,-0.40273,112.4629,-359.9763,5.2976,-4.0868
389,0.33,1,0.20686,sub-AG04EN28,Marburg,MBSB,530.8133,261.7735,-36.3973,96.5355,143.0799,5.4412,-4.4139
390,0.66,1,0.2068,sub-AG04EN28,Marburg,MBSB,613.5475,656.313,-27.4809,-504.532,144.8151,3.4988,2.72
391,1,1,0.22055,sub-AG04EN28,Marburg,MBSB,611.9013,691.2218,-138.7765,-494.5226,215.7438,3.0172,1.8625
394,0.66,1,0.37271,sub-AG04EN28,Marburg,MBSB,91.2304,404.8791,-156.9698,-519.3956,251.6275,-2.0853,-0.39109
398,1,1,0.26583,sub-AG04EN28,Marburg,MBSB,123.5332,406.8945,-173.1473,475.0011,249.5797,-1.0373,-0.33539
399,1,1,0.31252,sub-AG04EN28,Marburg,MBSB,26.1745,229.7112,-185.5806,469.0341,279.0535,-9.6865,-3.7059
400,1,1,0.31387,sub-AG04EN28,Marburg,MBSB,38.8395,242.2452,-156.3825,466.7377,-165.3757,-9.2931,-3.0435
403,0,1,0.3202,sub-AG04EN28,Marburg,MBSB,388.3348,-220.2575,-225.4614,326.1752,-189.3835,-0.048567,2.4626
406,1,1,0.25888,sub-AG04EN28,Marburg,MBSB,348.8169,-217.2461,72.2314,346.2445,-226.6286,-0.017139,3.0625
407,1,1,0.24984,sub-AG04EN28,Marburg,MBSB,-39.4523,353.9178,43.9112,361.5159,-86.7062,-3.5974,12.968
408,1,1,0.29079,sub-AG04EN28,Marburg,MBSB,-74.8807,410.1786,55.1763,199.8863,-68.2787,-2.123,14.016
412,1,1,0.21745,sub-AG04EN28,Marburg,MBSB,-170.3302,351.1879,329.3521,180.7638,-66.1216,-4.973,3.444
413,0,1,0.34258,sub-AG04EN28,Marburg,MBSB,-167.616,420.516,298.1951,196.1006,342.9313,-4.7113,3.9885
414,1,1,0.25752,sub-AG04EN28,Marburg,MBSB,88.888,-30.8521,349.0014,-22.6207,351.2953,-3.4096,4.6516
417,0.33,1,0.26636,sub-AG04EN28,Marburg,MBSB,89.3636,-73.0089,222.5179,-136.9809,349.3225,-4.7987,5.0392
418,0.33,1,0.36443,sub-AG04EN28,Marburg,MBSB,206.2332,-13.7998,277.3527,-87.3515,403.447,-7.8433,3.743
419,1,1,0.36395,sub-AG04EN28,Marburg,MBSB,209.3035,-22.8504,329.4951,642.8063,409.6908,-6.895,3.2667
420,0,1,0.38599,sub-AG04EN28,Marburg,MBSB,752.9189,-257.8631,158.9393,627.913,416.6719,6.9586,-9.7142
421,0,1,0.36887,sub-AG04EN28,Marburg,MBSB,750.3841,-272.6531,155.2646,649.8542,-241.1231,6.3212,-8.8541
424,1,1,0.28329,sub-AG04EN28,Marburg,MBSB,-196.742,61.6841,126.3995,301.2734,-216.7069,4.4138,-14.3402
425,1,1,0.29824,sub-AG04EN28,Marburg,MBSB,-225.4345,25.5263,143.5443,342.068,-217.6237,4.6156,-14.4609
427,1,1,0.21618,sub-AG04EN28,Marburg,MBSB,167.422,-147.8504,117.3259,328.9634,-124.1259,-2.9424,2.7719
428,1,1,0.37344,sub-AG04EN28,Marburg,MBSB,156.1778,-115.2292,98.9275,423.9661,-133.0937,-2.9335,3.9272
431,0.33,1,0.34516,sub-AG04EN28,Marburg,MBSB,709.8046,-613.3712,288.458,425.7982,-97.1137,9.0225,2.7992
433,0.66,1,0.26978,sub-AG04EN28,Marburg,MBSB,699.356,-597.5505,240.1497,427.2184,-273.388,8.8552,3.5668
434,0,1,0.36366,sub-AG04EN28,Marburg,MBSB,144.5382,259.711,246.1934,37.9485,-267.6029,2.3615,-9.7653
435,0.33,1,0.27006,sub-AG04EN28,Marburg,MBSB,137.7437,242.8171,174.3575,3.0572,-283.424,3.0049,-9.5442
436,0.33,1,0.31993,sub-AG04EN28,Marburg,MBSB,74.6013,-187.1097,154.3512,80.751,123.9717,-3.3637,-7.3379
437,0,1,0.43415,sub-AG04EN28,Marburg,MBSB,114.7801,-181.6604,136.5212,397.8758,151.4432,-3.3429,-6.4154
438,0.33,1,0.25344,sub-AG04EN28,Marburg,MBSB,274.5584,-186.9735,229.7053,352.2392,157.1969,-1.4335,-5.0217
439,1,1,0.23061,sub-AG04EN28,Marburg,MBSB,256.574,-193.8662,234.7037,417.6626,221.8168,-0.53629,-3.9036
440,1,1,0.25518,sub-AG04EN28,Marburg,MBSB,112.2044,496.169,284.5391,65.4522,193.6945,4.1501,0.88991
441,1,1,0.25445,sub-AG04EN28,Marburg,MBSB,168.8862,508.7167,383.6819,41.3299,223.8364,4.0009,0.5082
442,0.66,1,0.3168,sub-AG04EN28,Marburg,MBSB,-331.5916,420.1301,387.812,102.1608,-365.8083,6.5043,-6.5269
443,0,1,0.37315,sub-AG04EN28,Marburg,MBSB,-311.4193,384.0206,396.0792,691.204,-396.9872,6.0688,-6.7351
444,1,1,0.25426,sub-AG04EN28,Marburg,MBSB,-165.2591,34.158,194.2718,653.8989,-407.9705,10.8943,-8.9189
445,1,1,0.25222,sub-AG04EN28,Marburg,MBSB,-140.4736,95.3957,183.0047,647.24,662.9521,7.8075,-7.6923
446,1,1,0.26472,sub-AG04EN28,Marburg,MBSB,266.0207,349.3908,248.547,-250.4263,638.3542,15.7254,-8.8726
447,1,1,0.22621,sub-AG04EN28,Marburg,MBSB,265.7903,377.0673,696.5705,-209.7323,668.0369,13.187,-8.5314
448,1,1,0.2749,sub-AG04EN28,Marburg,MBSB,326.861,-399.4387,665.4719,-241.8687,427.8953,1.3258,1.7852
449,0.66,1,0.28002,sub-AG04EN28,Marburg,MBSB,362.1766,-416.8436,720.0236,-48.0063,414.2904,0.89971,0.54839
450,1,1,0.26746,sub-AG04EN28,Marburg,MBSB,10.5304,-11.74,601.5705,-102.4062,471.7913,-2.3911,-0.63331
451,1,1,0.30581,sub-AG04EN28,Marburg,MBSB,3.5413,-14.6587,576.3486,-126.5149,-4.1386,-1.7293,0.47285
452,1,1,0.29264,sub-AG04EN28,Marburg,MBSB,432.9833,456.8697,615.5316,119.9834,-62.4524,-5.6578,-3.7666
453,1,1,0.29519,sub-AG04EN28,Marburg,MBSB,431.7287,479.8882,-383.8473,73.8549,-43.14,-6.2889,-1.9441
455,0.33,1,0.32844,sub-AG04EN28,Marburg,MBSB,205.574,-462.3262,-356.4851,92.4599,1300.7573,10.3616,3.6459
457,0.66,1,0.34218,sub-AG04EN28,Marburg,MBSB,216.9514,-472.8222,-328.7401,398.5417,1268.3656,10.4478,4.6372
458,0.33,1,0.28624,sub-AG04EN28,Marburg,MBSB,367.9197,-35.3611,-98.0935,396.35,1344.0585,-8.2312,-1.0606
459,1,1,0.31078,sub-AG04EN28,Marburg,MBSB,350.4231,-30.0148,-66.3723,360.2783,-119.7449,-8.9631,-0.94552
460,0,1,0.41755,sub-AG04EN28,Marburg,MBSB,228.3609,374.5282,-65.0161,-254.578,-110.4228,-1.0148,-6.8267
462,1,1,0.28885,sub-AG04EN28,Marburg,MBSB,253.7909,357.1856,381.9016,-258.8006,-47.288,-1.2744,-7.387
463,1,1,0.23658,sub-AG04EN28,Marburg,MBSB,121.7913,155.9095,391.404,-271.2441,300.4655,0.12211,1.2735
465,0.33,1,0.30308,sub-AG04EN28,Marburg,MBSB,134.9009,129.0117,351.0091,63.2045,266.3928,-1.3955,2.4603
467,0.33,1,0.32155,sub-AG04EN28,Marburg,MBSB,102.4249,-457.2552,-46.8309,3.239,324.8481,2.0881,-2.8574
468,1,1,0.248,sub-AG04EN28,Marburg,MBSB,99.3949,-456.4731,9.1368,66.1371,494.3581,0.71391,-2.1222
469,1,1,0.35759,sub-AG04EN28,Marburg,MBSB,-366.295,-165.9348,-18.8365,645.5474,448.3864,-6.5847,-8.3218
470,0.66,1,0.35134,sub-AG04EN28,Marburg,MBSB,-366.1412,-153.5264,-179.9846,612.4312,450.6863,-7.1172,-7.7789
471,0,1,0.31919,sub-AG04EN28,Marburg,MBSB,-149.4652,-334.4897,-205.6117,652.5259,-174.0314,-4.825,2.8592
472,0.66,1,0.23013,sub-AG04EN28,Marburg,MBSB,-128.9036,-368.2383,-167.6155,252.797,-115.1936,-5.6058,3.6505
473,0.66,1,0.34594,sub-AG04EN28,Marburg,MBSB,463.0603,110.1389,-87.0865,257.6342,-161.8081,0.871,-2.1972
475,0.66,1,0.3092,sub-AG04EN28,Marburg,MBSB,437.2102,97.6051,-60.3874,319.4739,698.6926,1.4149,-1.3166
476,1,1,0.24954,sub-AG04EN28,Marburg,MBSB,399.4443,103.2959,-18.1452,462.3415,658.5854,-6.8944,3.0636
478,1,1,0.29007,sub-AG04EN28,Marburg,MBSB,383.3522,160.3564,270.2305,431.3639,691.9255,-7.1811,4.1126
486,1,1,0.23153,sub-AG04EN28,Marburg,MBSB,360.3402,-186.4068,354.2184,488.7936,-110.9612,-3.6889,-5.9852
487,1,1,0.22684,sub-AG04EN28,Marburg,MBSB,362.7767,-182.6582,372.1199,426.5037,-85.4771,-2.8379,-6.2432
488,1,1,0.22897,sub-AG04EN28,Marburg,MBSB,395.5157,698.2584,877.3299,384.2522,-111.4831,2.8648,6.5147
490,1,1,0.27933,sub-AG04EN28,Marburg,MBSB,402.6745,677.6595,831.111,443.2907,-299.5511,1.9588,6.0771
491,0.66,1,0.26693,sub-AG04EN28,Marburg,MBSB,-260.6808,299.4465,873.806,420.6636,-333.9036,-1.6505,-11.2903
492,1,1,0.25048,sub-AG04EN28,Marburg,MBSB,-289.8793,318.4925,-320.4851,397.072,-321.2524,-0.89625,-10.016
495,0.33,1,0.35646,sub-AG04EN28,Marburg,MBSB,-211.0869,-123.062,-330.069,447.0037,624.6543,-0.92994,-2.9539
497,1,1,0.30905,sub-AG04EN28,Marburg,MBSB,-132.7452,-101.8849,-319.0197,396.717,655.2599,-0.37195,-4.1243
498,1,1,0.28098,sub-AG04EN28,Marburg,MBSB,512.6899,708.6946,303.7493,350.413,645.867,-5.3671,5.4538
501,1,1,0.29052,sub-AG04EN28,Marburg,MBSB,545.5074,719.051,272.8206,413.8723,989.9453,-6.0802,5.9613
502,0.66,1,0.33577,sub-AG04EN28,Marburg,MBSB,-165.0088,-55.7393,274.0446,-45.7256,940.0792,-1.3044,8.213
505,0,1,0.35019,sub-AG04EN28,Marburg,MBSB,-183.6965,-27.4986,765.6631,-68.7752,951.7933,-0.79724,6.8626
506,0.33,1,0.30649,sub-AG04EN28,Marburg,MBSB,492.3656,253.4892,750.5764,-107.7295,360.1011,-6.2121,3.033
507,0.33,1,0.30632,sub-AG04EN28,Marburg,MBSB,485.4609,280.4634,785.4802,474.9468,348.8837,-3.7219,4.2267
508,0.33,1,0.33094,sub-AG04EN28,Marburg,MBSB,-196.7778,277.1949,148.9484,477.3862,354.8959,1.0857,4.7435
509,1,1,0.26439,sub-AG04EN28,Marburg,MBSB,-258.7195,274.2132,144.3619,474.3124,31.8896,1.783,1.0373
510,1,1,0.2429,sub-AG04EN28,Marburg,MBSB,284.7757,-15.1258,114.0683,120.7884,33.6317,-0.20785,-3.9783
512,1,1,0.23004,sub-AG04EN28,Marburg,MBSB,284.571,-45.3007,137.6249,133.5761,63.3637,-0.65226,-4.5777
515,0.33,1,0.32673,sub-AG04EN28,Marburg,MBSB,732.4994,535.3737,194.5198,120.1622,-760.0467,-0.4351,0.58516
516,0.33,1,0.33854,sub-AG04EN28,Marburg,MBSB,723.9984,564.9248,236.591,-65.3614,-723.0328,-0.85313,1.3794
519,1,1,0.19851,sub-AG04EN28,Marburg,MBSB,-447.5183,-81.2539,103.8888,-70.5477,-711.329,-7.6732,-6.4808
520,1,1,0.33412,sub-AG04EN28,Marburg,MBSB,-428.3951,-100.7218,99.9594,-5.0235,162.2291,-10.3359,-6.6012
521,1,1,0.27817,sub-AG04EN28,Marburg,MBSB,135.5134,-223.3729,101.8009,31.1461,124.9708,-2.329,-4.0051
523,0,1,0.26663,sub-AG04EN28,Marburg,MBSB,119.909,-233.4808,499.1246,19.3082,131.4798,-2.2471,-4.4729
524,0.66,1,0.31512,sub-AG04EN28,Marburg,MBSB,-272.7369,445.6212,419.3374,28.6512,9.212,-10.9456,7.8532
525,1,1,0.26365,sub-AG04EN28,Marburg,MBSB,-243.3898,425.0428,507.2149,412.4722,39.3942,-10.4947,6.3709
526,1,1,0.22351,sub-AG04EN28,Marburg,MBSB,-89.1063,504.0251,3.5013,389.865,45.765,-1.7532,-1.7824
527,1,1,0.22489,sub-AG04EN28,Marburg,MBSB,-115.8828,488.4918,-11.4856,437.4038,448.731,0.37908,-1.1088
528,1,1,0.24948,sub-AG04EN28,Marburg,MBSB,132.1922,214.715,11.4844,283.8302,407.6909,5.6067,-5.1624
529,0.66,1,0.30793,sub-AG04EN28,Marburg,MBSB,76.8003,225.7121,-0.071048,249.2465,428.5598,2.7442,-3.7743
530,1,1,0.18668,sub-AG04EN28,Marburg,MBSB,-52.8697,-56.6912,-8.6136,298.7953,734.0757,5.8794,-5.7666
531,1,1,0.24117,sub-AG04EN28,Marburg,MBSB,-102.8596,-39.3166,55.2411,-9.0308,751.4694,5.4178,-6.2908
